name,lat,long,review,cusine,num_rate,cost_one,Location
Boss Burger,12.9717889,77.59833455,294,"burger, fast food, desserts, beverages, shake",4.2,300,lavelle road
Carols Pastries & Bakers,12.99260533,77.59205583,633,"bakery, desserts",4.3,300,vasanth nagar
Just Cakes,12.92849635,77.60940503,174,"bakery, desserts",4.1,300,btm
Church Street Social,12.97546709,77.60255568,8003,"north indian, chinese, biryani, burger, pasta, pizza, kebab, rolls",4.1,300,church street
Salt - Indian Restaurant Bar & Grill,12.93483803,77.61151426,1725,"north indian, bbq, biryani, mughlai, fast food, beverages, desserts",4.1,300,koramangala 7th block
BigBites,12.968187,77.650777,309,"fast food, momos, street food",4.2,300,near jeevan bhima nagar
Dawat Durbar,12.98576723,77.60515507,446,"mughlai, north indian",3.8,300,shivajinagar
Karama Restaurant,12.99971438,77.61597678,4122,"arabian, mughlai, seafood, north indian, kashmiri, biryani, desserts",4,100,frazer town
No Sugar Please!,12.927875,77.640705,254,"juices, beverages, healthy food",4.4,100,koramangala 1st block
Giani Icecream,12.9971781,77.6141739,6,"ice cream, beverages, desserts, shake",3.9,100,frazer town
Burger It Up,12.984222,77.678224,90,"burger, beverages, desserts, american, cafe",4,100,kr puram
Udupi Krishna Grand,13.01762285,77.65245013,12,"south indian, north indian, chinese, street food, beverages, shake",3.9,100,kalyan nagar
Umpire Chicken County,12.95657144,77.61971209,650,"chinese, north indian, biryani, rolls",3.7,100,richmond road
Sagar Delicacy,12.9874726,77.61859965,99,"north indian, chinese, south indian, beverages",4.2,100,ulsoor
Kouzina Kafe - The Food Court,12.984222,77.678224,160,"fast food, bakery, desserts, shake",4.2,100,kr puram
Chianti,12.972353,77.618721,846,"pizza, pasta, italian, salad, desserts, beverages, juices",4.5,100,mg road
Manjit Da Dhaba,12.99795878,77.62216531,832,"north indian, desserts",4.3,100,frazer town
Food Adda,12.93415835,77.61679184,7,"fast food, sandwich, pizza, burger, beverages",4,100,koramangala 5th block
Just Bake - Cakes & Confectioners,12.92406391,77.61482242,837,"bakery, desserts",3.7,100,btm
Udupi Shanthi Sagar,12.9958649,77.61309314,9,"north indian, south indian, chinese, street food, beverages",4,100,frazer town
Shahi Family Restaurant,12.9754942,77.62258373,409,"north indian, chinese, south indian, biryani",3.6,100,ulsoor
Al Noor,12.98790581,77.61196487,61,"north indian, chinese",4.4,100,shivajinagar
Sweet Bake - Cake & Desserts,13.01407,77.64043,549,"bakery, shake",3.9,100,kammanahalli
The Bangalore Creamery,12.92508772,77.63742171,3245,"ice cream, desserts, beverages, shake, waffle",4.2,100,koramangala 1st block
O4H - Order For Health,12.971615,77.655778,147,"healthy food, salad, wraps, beverages",4.4,100,thippasandra
Tunday Kababi,12.97584238,77.60193,3,"awadhi, kebab, biryani",4,100,st. marks road
Sheesh Kebab,13.00038506,77.61661381,183,"kebab, iranian, mughlai, biryani, rolls, desserts",4,100,frazer town
Dhaba - Estd 1986 Delhi,12.92446651,77.63874236,127,"north indian, mughlai, biryani, kebab, beverages, desserts",3.9,100,koramangala 1st block
Mega Biryani,12.968187,77.650777,92,biryani,4.1,100,near jeevan bhima nagar
GLOBO Ice Creams Of The World,12.98061,77.64638,41,ice cream,4,100,indiranagar
Mr. Chow,12.9780936,77.6177654,188,momos,3.7,100,ulsoor
Punjabi Tandoor,12.9733406,77.6753207,170,"chinese, north indian, bbq, mughlai, continental, desserts, beverages",3.7,200,kaggadasapura
Lion King,12.97665469,77.67570321,163,"chinese, thai, seafood, sichuan",3.9,200,kaggadasapura
Pind Punjabi,13.01195295,77.66763378,25,"north indian, mughlai, biryani, chinese",3.7,200,rammurthy nagar
Kabab Korner,12.97197219,77.60102279,228,"north indian, chinese, mughlai, sichuan",4.1,200,st. marks road
No.10 Fort Cochin,12.970767,77.600686,302,"kerala, seafood, biryani, chinese, beverages, desserts",4,200,st. marks road
Kachori Chowk,12.937163,77.624673,169,"north indian, street food",4,200,koramangala 6th block
Little Italy,13.02284706,77.64303524,646,"italian, shake, beverages, desserts",3.7,200,kalyan nagar
Nasi And Mee,12.93493476,77.62918632,2889,"asian, japanese, singaporean, malaysian, thai",4.3,200,koramangala 4th block
Art of Delight,12.97342805,77.60929875,2080,"ice cream, desserts, waffle, beverages",4.2,200,residency road
Thali 99,12.98159776,77.62608468,37,"north indian, mughlai",3.1,200,ulsoor
KC Das - Sweet Bite,12.99446289,77.61551544,35,"mithai, street food, mishti, bengali",4,200,frazer town
Delicious Momos,13.01546558,77.63359219,151,"chinese, momos, sichuan",4.2,200,kammanahalli
Zwarma,12.9881688,77.6177001,6,"shawarma, bbq, fast food, beverages",3.3,150,ulsoor
Samosa Singh,12.97218488,77.65356425,2856,"street food, fast food, tea, north indian",3.5,150,thippasandra
North Indian Bhukkads - NIB,12.92466,77.6388,930,"street food, north indian, biryani",3.9,150,koramangala 1st block
Barley & Grapes Cafe,12.9979284,77.6963599,1193,"italian, continental, fast food, street food, ice cream, desserts",3.5,150,whitefield
Food Manthra,12.97554452,77.62254149,143,"north indian, chinese, biryani, rolls, south indian",3.6,150,ulsoor
ITC Sunfeast Baked Creations,12.99809158,77.62800931,381,"bakery, desserts, , cafe, continental, sandwich",4.5,150,banaswadi
The Brooklyn Creamery - Healthy Ice Cream,12.958942,77.660155,33,ice cream,4.1,150,old airport road
Delhi 6 Chandni Chowk,12.98561008,77.67199874,126,"north indian, fast food, mughlai, street food, chinese, desserts",3.9,150,kaggadasapura
Brahmins Tiffin Centre,12.97160201,77.65078783,730,south indian,4.1,150,thippasandra
India Sweet House,13.0005703,77.61541956,0,"mithai, street food",4,150,frazer town
Grow Fit,12.93732081,77.62448877,7372,"healthy food, desserts, beverages",3.9,150,koramangala 6th block
Udupi Food Point,13.00590855,77.64952317,4,"south indian, chinese",4,150,banaswadi
Oru Vadakkan Cafe,12.93629019,77.62022205,77,"kerala, south indian, biryani, seafood, beverages",4.1,150,koramangala 5th block
Malabar,12.9677836,77.65444603,183,"south indian, kerala, biryani, street food, beverages",3.7,150,jeevan bhima nagar
Tamarind - Tamarind Hospitality,13.01247398,77.64768351,614,"chinese, continental, north indian",4.3,150,banaswadi
Simpli Namdhari's,12.97032532,77.60995217,38,"asian, fast food, chinese, north indian, beverages, salad",3.3,150,ashok nagar
Paratha Corner,12.98530756,77.6648007,55,"north indian, street food, beverages",3.9,150,cv raman nagar
Paratha Plaza,12.97469212,77.67869756,536,"north indian, chinese, beverages",4.3,150,kaggadasapura
AL Bain Restaurant,13.01526631,77.63929255,33,"north indian, arabian, chinese, lebanese, desserts, beverages",3.4,150,kammanahalli
Oh My Shawarma,12.93648102,77.62508757,4,lebanese,4,150,koramangala 6th block
The Betel Leaf Co - Originally from Bangalore,12.93708848,77.62646556,358,"paan, desserts",4.4,150,koramangala 6th block
Smoke House Deli,12.97174642,77.59835836,3126,"italian, pasta, burger, salad, sandwich, healthy food, continental",4.1,150,lavelle road
Chef's Cap,12.9610301,77.65728481,7202,"chinese, sichuan",4.3,150,old airport road
New Taj Hotel,12.96161038,77.66983151,60,"biryani, mughlai",3.9,150,old airport road
Kenny's Restaurant,13.0108426,77.65932061,39,"chinese, sichuan",3.9,150,near chaya hospital banaswadi
Lassi Shop,13.00050855,77.59957105,246,"beverages, ice cream, desserts, shake",3.3,150,frazer town
Go Native,12.96881899,77.59704877,269,"healthy food, north indian, south indian, fast food, beverages, desserts",4.4,150,lavelle road
Mangalore Pearl - Seafood Restaurant,12.99091697,77.61937916,235,"mangalorean, seafood, desserts",4.2,150,ulsoor
Baba Ganoush Cafe,12.9950783,77.6142918,18,"fast food, arabian, lebanese, beverages, desserts",4.2,150,frazer town
Barkaas- Arabic Restaurant,12.95118213,77.6994478,859,"arabian, north indian, mughlai, fast food, shawarma, desserts",3.5,150,marathahalli
Chandni Chowk 2 Bangalore,13.01465545,77.63465267,283,"north indian, street food, chinese, fast food, momos, desserts",3.6,150,kammanahalli
Sri Ganesh Juice Junction,12.93656598,77.61996154,26253,"beverages, juices, fast food, shake",3.8,150,koramangala 5th block
Karim's - Original From Delhi 6 Jama Masjid,12.954789,77.714932,22,"mughlai, north indian, rolls, kebab",3.5,150,marathahalli
Raffaele's Ristorante Pizzeria,12.94241797,77.6253454,162,"pizza, italian, burger, beverages",4,150,koramangala 6th block
The Biryanis,12.96783817,77.65439339,434,"andhra, biryani, north indian, seafood, chinese, kebab, desserts, beverages",3.9,150,jeevan bhima nagar
Restaurant Chef Pillai,12.994948,77.6974945,91,"south indian, seafood, biryani, beverages, desserts",4.2,150,whitefield
Bake N Bloom,12.97156379,77.60646701,44,"bakery, desserts",4.3,100,residency road
The Fatty Bao,12.97057317,77.59768344,82,"asian, japanese, sushi, chinese, thai, momos, beverages",3.8,100,lavelle road
Tibb's Frankie,12.97997931,77.6072978,1,rolls,4,100,shivajinagar
Sweet Chariot,12.9682469,77.65117239,320,"bakery, desserts",4,100,jeevan bhima nagar
The Pastry Zone,13.0140333,77.6404309,1276,"bakery, desserts",3.8,100,kalyan nagar
Mizo Kitchen,12.93324797,77.6230159,99,"north eastern, chinese",4.3,100,koramangala 5th block
Rajpurohit Sweets,13.00297924,77.66095944,69,"mithai, street food",4.2,100,banaswadi
Kentacky Chicken Corner,12.9667689,77.5957074,167,south indian,4,100,richmond road
Grill Hut,12.98466129,77.6751302,0,"rolls, kebab, burger, biryani",4,100,kaggadasapura
Lavonne,12.9694169,77.60047294,202,"cafe, fast food, bakery, beverages, desserts",4.2,100,st. marks road
The Kebabwalla,12.9434958,77.6205049,37,"north indian, kebab, rolls",4,100,koramangala 8th block
Happy Belly Bakes,12.971673,77.61261,210,"bakery, desserts, cafe, beverages",4.5,100,mg road
Chinita Real Mexican Food,12.93543994,77.6226119,1250,"mexican, salad, beverages, desserts",4.2,400,koramangala 5th block
Plan B,12.9696394,77.60653272,4646,"american, continental, bar food, chinese, fast food, pizza, burger, beverages",4.2,400,brigade road
Login 2 Eat,12.9352684,77.6299585,160,"north indian, mughlai, chinese, biryani, bbq, kebab, street food",3.8,400,koramangala 4th block
Sri Krishna Nanda Gokul Veg Restaurant,13.01017195,77.65780047,8,"south indian, north indian, chinese, street food, beverages, shake",3.8,400,banaswadi
Copper Chimney,12.994413,77.700061,577,"north indian, mughlai, biryani, beverages",3.9,400,whitefield
The Coorg Food Co.,12.94094853,77.62430135,12,south indian,3.9,400,koramangala 6th block
FoodX Restaurant,12.99235867,77.59421535,103,"chinese, south indian, beverages, sichuan",4.1,400,vasanth nagar
Paratha Plaza,12.93133962,77.63269097,152,north indian,4,400,koramangala 4th block
Arabian Hot Spot,13.0201074,77.6395511,411,"arabian, mughlai, north indian, beverages, juices",4,400,kalyan nagar
Steve's Fast Food,12.956626,77.65533,91,"chinese, momos, seafood",3.9,400,old airport road
Taste Of Tibet,12.9735125,77.6069371,425,"chinese, street food, momos, sichuan",4,400,brigade road
Bhojohori Manna,12.93744596,77.62427621,2192,"bengali, desserts",3.8,400,koramangala 6th block
Rajhans,12.97100183,77.60076396,114,"north indian, chinese, fast food, sichuan, beverages",3.7,150,st. marks road
The Tea Brewery,12.92930218,77.6347157,5552,"tea, fast food, beverages",4.4,150,koramangala 1st block
Shyamji's Chole Bhature,12.935482,77.621205,49,"street food, north indian",4.1,150,koramangala 5th block
Pizza Stop,12.97303664,77.59996869,1000,"pasta, pizza, fast food",4.1,150,lavelle road
Brindavan Upachar,13.01122383,77.6351529,8,"south indian, north indian, chinese",4.1,150,kammanahalli
The Salad Studio,12.93459328,77.61943985,2033,"salad, healthy food",4.3,150,koramangala 5th block
Kabab Magic Roll,12.95655151,77.61966717,12,"chinese, fast food, rolls, bbq",3.6,150,richmond road
New Green Gardenia,13.03201245,77.67049301,54,"north indian, chinese, mughlai, andhra, kebab, desserts, beverages, sichuan",3.6,150,rammurthy nagar
Sri Basaveshwara Khanavali,12.97785634,77.66657632,9,south indian,4,150,cv raman nagar
Saffron Vegetarian Cuisine,13.0129862,77.64781293,705,"north indian, chinese, mexican",4.1,150,banaswadi
Foodism.in,13.0147234,77.63462316,1821,"north indian, chinese, beverages, sichuan, street food",3.6,150,kammanahalli
The Baklava Company,12.97332382,77.62018081,38,"mithai, desserts",4,150,mg road
Not Just Parathas,12.97241326,77.67859295,139,"north indian, mughlai, chinese, rolls, kebab, sichuan, momos",3.9,150,kaggadasapura
Chaat Point,12.99562362,77.61090137,210,street food,4.2,150,frazer town
Anupam's Coast II Coast,12.97439056,77.60754358,1311,"chinese, mangalorean, north indian, mughlai, seafood, beverages, desserts",4.3,150,church street
Artinci - Indulge Guilt Free!,12.9589293,77.6600596,735,"desserts, ice cream, bakery",4.1,150,old airport road
Saapad Raman,13.014857,77.6337322,110,"south indian, biryani, andhra",3.9,150,kammanahalli
The Only Place,12.97331533,77.60349143,3122,"italian, steak, continental, fast food, desserts, beverages",4.2,150,church street
Mamagoto,12.92437991,77.63876919,41,"asian, chinese, sushi, thai",3.8,150,koramangala 1st block
MISU,12.97067445,77.60069758,2744,"asian, japanese, thai, burmese, korean, indonesian, vietnamese, singaporean",4.2,150,st. marks road
Jalandhar Junction,13.00848829,77.65164614,14,"north indian, chinese, beverages, desserts, sichuan",3.6,150,banaswadi
Hyderabad Biryani Zone,13.0207702,77.67329592,23,"biryani, north indian, chinese, mughlai, seafood, kebab, rolls, sichuan",3.4,150,rammurthy nagar
Simply Andhra,13.014857,77.6337322,621,"south indian, andhra",3.3,150,kammanahalli
Appu's Donne Biryani,12.9407084,77.6254214,11,"biryani, kebab, south indian",4,150,koramangala 6th block
Pizza House,12.99333548,77.60863423,0,"burger, pizza, street food, fast food, shake, beverages, ice cream",-,150,frazer town
Sendhoor Nataraaj Restaurant,12.97061695,77.63346948,14,"kebab, biryani, bbq, roast chicken",4.3,150,ulsoor
Homely MealBox,12.92218,77.63902,450,"chinese, north indian",3.9,150,koramangala 1st block
Kartiks Mithai Shoppe,12.98564635,77.66829327,133,"mithai, street food",4.3,150,kaggadasapura
Dairy Day Ice Creams,12.95892069,77.66012393,46,"ice cream, desserts",4,150,old airport road
Paratha Box by EatFit,13.00844256,77.6517142,125,"north indian, desserts, beverages",3.4,150,banaswadi
Puliyogare Palace,13.0129162,77.63707315,26,north indian,2.9,150,r s palya kammanahalli
Arabian Mataam,13.00049908,77.61768166,95,"arabian, north indian, mughlai, mandi",4,150,frazer town
B Track,13.01454602,77.63509523,9,"chinese, naga, continental",3.8,150,kammanahalli
Coastal Machali Co.,12.9657958,77.59783633,254,"asian, mangalorean, seafood, south indian, north indian, chinese, beverages, sichuan",3.7,150,residency road
Hotel Green Tara,12.97285204,77.60710806,73,"chinese, tibetan, sichuan",4.3,150,brigade road
Maedah,12.94407267,77.61732493,1824,"north indian, chinese, arabian, mughlai, kebab, beverages, desserts",3.3,150,koramangala 8th block
Gudbud,12.9352223,77.6300763,209,"ice cream, shake, beverages",4.3,150,ejipura
Mane Holige,12.93696136,77.6246658,188,mithai,4.4,150,koramangala 6th block
Nando's,12.997432,77.69654,4823,"burger, fast food, portuguese",4,150,whitefield
Layer Bites,12.955841,77.705376,218,bakery,3.9,150,marathahalli
Nomad Pizza - Traveller Series,12.9122715,77.6270725,637,"beverages, pizza",4,150,bommanahalli
Sundae Everyday Ice Creams,12.98395566,77.67851517,189,"beverages, ice cream, desserts",3.6,150,kaggadasapura
HRX by EatFit,13.0084321,77.65172325,11,"healthy food, beverages, mediterranean, burger, desserts, wraps, pizza, salad",3.9,150,banaswadi
Rannaghar,12.97219501,77.67849069,177,"bengali, chinese, sichuan",4,150,kaggadasapura
Hyderabad Biryaani House,13.01877893,77.64334087,0,"biryani, chinese, seafood, north indian",New,150,kalyan nagar
Lhenzom Tibetan Restaurant,13.00834652,77.65214771,6,"tibetan, korean, chinese, fast food, momos, beverages, sichuan",4.1,150,banaswadi
Yak's Kitchen,12.97373745,77.60682777,204,"tibetan, sushi, chinese, beverages",4.2,150,shanti nagar
The Mangalorean,13.01438808,77.63288879,235,"mangalorean, seafood, north indian, konkan",4.1,150,kammanahalli
Maalgaadi By Dhaba Estd 1986 Delhi,12.92447664,77.63874203,540,"north indian, mughlai, kebab",4,250,koramangala 1st block
Sarathi Kitchen,12.93664146,77.61999607,137,"bengali, mughlai",3.4,250,koramangala 5th block
Mr. Momo,12.9780143,77.6176412,111,"momos, chinese",3.9,250,ulsoor
Fabelle Chocolates - WelcomHotel By ITC Hotels,12.96880135,77.61442211,21,"bakery, desserts, beverages, ice cream, mithai, juices, bengali",4,250,richmond road
Manasa Fishland,13.01465741,77.64260978,206,"biryani, chinese, mangalorean, seafood, beverages",3.6,250,kalyan nagar
Hotel Shangrila,12.97299645,77.60712683,137,"chinese, tibetan, asian, sichuan",4,250,brigade road
New Krishna Sagar,12.99300683,77.66378514,81,"south indian, north indian, chinese",3.5,250,cv raman nagar
Sri Krishna Nandagokula Veg,12.97039282,77.63226818,9,"south indian, north indian, chinese, street food, beverages",4.2,250,indiranagar
Porkeats,12.93689667,77.62434527,32,"goan, mangalorean, fast food",3.9,250,koramangala 6th block
Baking Bad,12.979177,77.643707,397,"pizza, fast food",4.1,250,indiranagar
DA Ying Yang Cuisines,12.99750698,77.60082096,20,"chinese, fast food, sichuan",4.1,250,vasanth nagar
